k_rock,rho_cp_rock,gradT,u_inf,mass_flow,depth,l_horiz
4.136448473,3859261.173,0.046574739,-0.784828189,10.41383172,4977.892774,338.1845534
4.179434146,3752280.483,0.108600372,0.355482484,2.631036838,2710.982102,2086.478498
1.9158715,3201240.794,0.065822091,-0.52759737,7.568502893,4386.568868,1748.797815
3.371895438,3815158.245,0.080361702,-0.32911504,3.10140474,3180.154122,2999.060862
3.606054265,2730351.151,0.081936871,-2.312580923,3.646177375,2993.21154,3033.512096
3.808632401,2661081.204,0.088229837,0.879347572,5.221338699,3798.192011,4571.540641
2.75675129,3744619.103,0.107170527,-1.843334765,8.979882928,2951.330857,4638.361871
4.216557673,2565222.482,0.065513976,0.459063087,7.178716729,2943.063618,4155.053173
3.573078775,2953695.636,0.048299213,-1.973889616,7.026392524,4554.683209,1826.829944
4.844089997,2421864.864,0.108521605,-2.976169488,3.49261045,2823.213945,971.8020119
4.601988951,2211431.508,0.07311845,-0.535171567,3.345657113,4558.624244,3817.412765
2.145109674,2954245.043,0.095174793,-2.74747877,6.199807507,4216.416675,4470.223401
1.833302412,2729354.872,0.03732026,-2.624700551,3.553807819,2468.266052,310.752701
1.737732568,3969167.095,0.038606009,-0.684556071,3.494813747,4746.455739,1183.730974
5.023831962,4144925.629,0.034467385,-1.220906792,7.91628182,2876.198259,1722.619082
3.612404493,2873047.916,0.079141772,0.232104112,4.537791841,4477.053671,1727.052326
1.614763958,2089839.21,0.099647901,-0.846517396,6.660262872,4867.857583,3768.759405
3.919208182,2380156.121,0.107126124,-1.215178017,8.577688647,3150.39038,4903.288934
2.531428146,2118005.731,0.041954632,0.158402355,9.083509059,2099.477776,4668.978491
1.918132168,3333828.225,0.051891624,-0.80767535,5.901674448,3956.68142,1009.014163
2.59022678,3929085.893,0.082891289,-2.750634478,2.917964346,4783.220865,3440.429059
3.80264192,3072970.701,0.062556172,-0.123718474,4.019330693,2189.085497,3304.112723
3.417803435,2372549.627,0.024342485,-0.730683682,11.64215701,4651.815244,1734.977404
2.076894528,3541115.723,0.035440588,-0.037694274,8.429308753,4699.992388,2997.827655
1.933629306,3721005.825,0.094157875,0.002757853,3.705433369,4452.569987,1789.319524
1.700023961,2326439.945,0.099269513,0.485487855,11.89630662,3335.311265,2829.394552
2.807150261,3951466.835,0.043351248,-0.651184758,12.31068194,4158.292421,3918.7335
3.03147837,3806552.859,0.086614098,-1.743666484,10.55233959,2154.159788,1568.096407
2.795483051,3112189.463,0.041103023,-0.698307003,7.186675431,2991.922462,1551.995569
1.725061089,4175130.571,0.050284487,-0.288487756,7.512255826,2618.477902,4386.295934
2.150477758,2547085.909,0.104167566,-1.568479789,4.636700681,3914.885864,3724.48725
4.23917647,2971597.051,0.054661743,-0.543309218,3.48022976,3450.070527,1730.456046
4.813779607,2670067.923,0.02693224,-1.499469517,3.769152692,4236.111477,1412.364506
3.423499465,3490967.203,0.07851498,-0.185820389,3.170176989,4270.792881,1365.051735
3.021207149,2548682.942,0.039392936,-0.331915099,3.359844978,4205.09441,469.47798
3.527295455,2806135.776,0.111560927,-2.582001946,10.56466524,4320.248212,1407.45901
4.411935712,3686267.488,0.033386138,-0.102062028,9.253406583,4583.705217,3279.629782
4.256762811,3259572.976,0.085585326,0.035635125,4.350371863,4418.52836,1827.288655
3.992303624,3355268.29,0.031244948,-1.269333787,9.059299853,3088.393454,1272.043677
5.040507182,2593430.763,0.097934173,-1.891142501,5.300379352,4577.076166,1285.298102
3.089993322,2941603.466,0.116157042,-0.46061273,7.371725093,4190.422342,1850.946154
5.143192494,3651544.861,0.106207609,-0.044808808,4.582249597,4865.204467,1219.991903
4.749205175,2665480.879,0.110952531,-2.45328489,3.201288048,3589.183743,4879.12208
4.81250061,3793832.039,0.083422445,-2.266375536,3.27804608,2279.563924,29.59455577
4.892232418,2911931.396,0.032299568,-1.624774148,5.570732139,4431.385087,826.5189585
2.840972775,3039544.93,0.106905997,-0.665182997,9.351065119,2497.8051,858.380633
2.03488398,3975820.738,0.031544697,-2.630749144,4.374426876,3287.121608,2658.412526
4.780450198,2419342.189,0.073439519,-0.938975981,4.940367404,2173.665135,4441.009131
5.012579637,3409802.136,0.088755451,-1.227571667,4.316461897,4034.17109,2.339660945
5.053117027,2808080.477,0.091445841,-0.348061938,4.369107578,4321.277624,4170.480838
4.223982415,3172002.818,0.119151461,-0.006790577,4.728556073,4676.333324,4261.722084
5.093067092,3433742.677,0.040174884,-2.698247548,5.70020776,4851.926718,1455.587477
4.518381351,2773405.65,0.080801075,-1.323986317,8.241511867,2965.443763,2120.866712
2.086321318,3176979.929,0.066964149,0.854431997,3.810968885,2497.088823,2083.653202
2.23910113,2553332.384,0.055485161,-0.956228536,7.181057332,2835.615122,4005.525146
3.193466157,3808534.941,0.038822162,-0.104813083,7.080863695,3697.733005,2745.382521
1.786166571,2128975.772,0.079517314,0.438411204,6.169058396,2158.912685,4717.916496
4.765945996,3745940.281,0.101723173,-1.909812175,5.259906044,4582.081464,3977.428324
2.23475328,2758617.531,0.028590609,-0.661413036,9.850953169,3654.792783,4443.455612
5.140064145,2244182.873,0.070751144,-2.729946018,6.440352274,2876.620693,2654.568497
4.311133981,2989512.627,0.067917333,-1.186972801,8.503354888,4788.306322,31.50274098
2.432948102,2534315.557,0.051856044,-0.519462455,7.358309427,2262.980452,32.53313427
3.884292703,4011710.743,0.049620691,0.900047626,9.49682949,4937.010471,4356.678539
3.509004789,3442056.244,0.059126628,-0.616639284,9.125706428,2874.992295,4249.196659
2.050363176,2102509.143,0.112915578,-2.517314223,12.15740486,3532.199291,370.0850117
4.611092175,2839302.817,0.064317682,-2.764471764,10.51289425,4907.239275,2237.174432
2.120149775,2743037.681,0.022602334,-2.886998534,6.016137129,2033.425521,4198.576465
2.283016107,2434863.7,0.028626521,-1.300326229,5.770573276,3296.508356,973.2430781
5.043274008,3682709.318,0.063854993,-2.102163586,10.40519279,2908.629532,3722.106236
5.059641888,3532667.614,0.06645723,-1.540772798,7.337354282,4206.917631,1817.959387
4.677565105,3598996.243,0.055547962,-1.544493721,3.84740756,4410.345753,1162.579632
2.745665775,2103871.303,0.097217203,-0.240363418,3.546951413,3315.170822,2379.648727
5.045273627,4056208.131,0.085681017,-2.583917287,11.53714691,2721.638586,3721.982126
3.342446999,3801275.878,0.118028449,-1.159523233,6.761492053,3449.296257,3165.849489
3.233912089,2575010.392,0.06919698,-2.85604435,9.444988721,2811.405192,2066.818126
5.236946031,3193430.327,0.108871542,-0.250797866,12.08884534,3501.380796,2749.332655
3.161618678,2476750.756,0.113853939,0.306567986,9.892050535,4836.821205,72.26800242
2.073639085,3648695.115,0.063787552,-1.435251354,10.16735652,3100.455181,2117.50886
4.621531154,3824899.577,0.064882261,-2.462276722,9.17621135,4207.845907,1982.621166
3.573539743,2652556.155,0.088688506,-1.463728264,3.526978675,2472.217515,1414.671029
3.993753084,3304297.373,0.089413214,-0.512226006,7.413038241,3521.713834,4294.113612
3.202964555,2113281.543,0.066496115,-0.034136423,10.71109665,4955.040353,916.3960215
2.709115346,2462388.33,0.04860399,-2.054853328,7.554958319,2894.343464,2016.879887
3.528557403,4173625.339,0.064002448,-1.268480278,6.506489134,3304.991148,630.4562916
4.618762826,3573985.294,0.062360958,-2.365736344,3.511336808,2939.82248,690.9249175
3.984705611,2188430.408,0.109932796,-1.496125625,5.720660093,4358.881091,2747.205304
1.945323271,2524305.653,0.064379561,-1.51683677,2.841111774,3048.692718,4054.77245
4.994253648,2142339.896,0.112195924,0.825384539,7.833868058,4161.992247,2699.754621
3.744560068,3666868.227,0.039862406,0.605628601,6.788519164,3513.871817,3631.146533
2.421601163,2176319.526,0.097747266,-1.02410649,2.758016596,3302.414712,3151.11915
1.8416183,3731809.838,0.119565904,-0.122604227,6.205788704,3176.702409,626.6789212
2.846492121,3800664.418,0.033133048,-2.181780821,4.002016493,2375.176211,1381.527324
2.985686179,2463646.808,0.090745545,-0.0778382,12.01764106,4557.889503,1342.286648
4.921755804,2376147.452,0.081422549,-0.024306905,2.562253214,2705.575679,111.462867
4.986405151,3755738.285,0.057777324,-2.462821864,7.809552228,3925.309328,3001.705099
3.282184922,3348332.324,0.021275343,-1.039238958,5.644260422,2696.828147,575.6017292
1.870555141,2870646.262,0.033315691,-0.180851185,4.18436933,2242.273416,1820.75532
2.384223259,3211406.212,0.079339519,-1.908851041,12.03337402,3191.747348,4621.562218
4.268294836,2191104.958,0.059395018,0.464273156,11.68657408,4445.559033,3359.06698
3.803659555,2531210.04,0.071300422,-2.705724409,10.66258576,4886.375336,4273.818088
2.911245956,3226713.858,0.090952975,0.924161796,3.562123331,4664.634292,203.7956613
2.950814193,3869161.288,0.092199036,-0.026011541,2.797333622,4125.059996,4247.873372
2.002097679,3217744.358,0.054692961,-0.121440029,3.091523099,4966.805423,3475.914565
1.734426931,2864595.831,0.113044154,-1.840168397,12.0594833,4435.744962,4447.776338
3.822607822,3720103.841,0.110756121,-1.915155019,8.275429436,4940.295345,25.03498559
3.639344262,3083283.715,0.067107348,-2.838513508,6.711665338,4732.383804,1369.31263
1.643043075,3959064.326,0.1040771,0.418439427,4.399585795,3343.755709,3558.378168
1.669755499,4070757.818,0.110661725,-2.16925031,4.43183992,4714.300509,4680.825058
4.517800313,2097521.579,0.043650564,-2.546228972,10.56106461,4380.906239,538.5123088
2.516479312,3456890.577,0.11197818,-1.608366195,2.890450695,3577.621508,837.0201615
3.025597438,2518946.025,0.103262049,-1.041805954,9.61990323,2412.620613,2008.42671
2.742781921,3034150.953,0.055256576,0.988291902,6.179332081,4120.96804,2320.008354
4.464150019,3199077.196,0.038757459,-2.936791979,12.30690145,2550.578694,3821.415531
2.819031518,3524952.093,0.078959313,-1.477024984,10.02512705,4863.200869,3263.49127
1.786886586,3563259.876,0.108508516,-0.769285567,9.27527038,2443.190799,4142.71535
2.654745994,2584526.287,0.10830636,-0.400903037,7.308880473,2537.089489,1434.083883
3.020108195,2840873.686,0.044357681,-0.351965669,6.976626083,3038.118658,4053.06154
2.833383265,3021618.066,0.093688518,0.840156397,9.308784683,4357.186102,428.309947
4.922363712,2960339.138,0.100958327,-0.794794636,5.673418953,3768.333067,3716.513554
2.675324674,3692821.202,0.024749262,-0.337737669,8.196239412,3499.217526,3439.162616
4.715284492,2102159.699,0.08952021,-2.772665127,3.269694821,2132.283574,723.3526516
4.451556011,3615695.99,0.093211431,0.367690069,10.23876703,3921.545839,2670.972254
3.768777959,4119828.624,0.033090491,-1.347727581,5.886817382,4527.831227,975.6915645
2.093731259,2339938.051,0.02494632,-2.825781113,4.973965199,2828.405667,1141.237984
2.405027393,2476414.56,0.060991802,-0.251373434,4.165811105,2388.751412,2500.666094
4.324474113,2868169.731,0.04082653,0.415172858,2.968702137,3851.022406,2809.59466
4.607426401,3099671.555,0.059088343,-2.224053068,4.971603784,3401.417537,2200.459929
4.46465658,3919387.94,0.078456526,-2.682738735,11.73010756,2745.888492,4689.953788
2.334208069,4045931.658,0.069888971,-2.311668066,4.094617689,3812.928334,4446.208364
1.637111949,4030234.889,0.101591541,-1.706672301,8.227532804,3521.057703,4523.016673
4.733977153,2927391.052,0.089778209,-0.230282369,9.304020141,3760.512801,3883.587605
2.221726215,2129963.426,0.055026333,-2.832406901,10.94711571,2137.611233,3057.285769
1.653090094,4002283.418,0.05524038,-0.858599883,12.35470192,4716.049409,2891.693609
2.739191783,4148988.885,0.04671688,-2.850051221,6.701404144,4058.460041,588.4306722
2.46115475,3354854.254,0.084065142,-0.401919105,5.061234775,3745.854876,1420.806587
4.426954758,3113653.822,0.110248799,-2.968899563,6.636981292,3604.760491,3532.067595
4.19835146,3780606.889,0.08858363,-1.408778798,10.45561948,3088.68763,4478.433982
3.762390954,2704298.115,0.036534444,0.753455243,12.18098379,2332.463908,2600.052571
3.071429315,3132648.168,0.028063786,-1.40788022,8.105165501,3085.068859,1058.487655
5.209586426,2373596.442,0.08459497,-2.542210602,4.498220497,3475.697143,4252.357662
4.590425668,4001558.593,0.048191743,-0.200770316,12.03736152,2610.346264,504.4550267
3.459068709,3029565.57,0.062771843,-1.521663846,10.89815239,4769.696194,2173.530418
2.025666184,2293523.472,0.102992014,0.808101052,6.779935564,2629.273653,4051.357996
3.595123629,3911449.449,0.053949406,0.84914061,12.13919773,4405.854072,471.3540628
2.650580417,2287860.498,0.088350877,-1.79491776,8.639353679,3531.785738,2846.895213
1.962696977,2645669.189,0.044759321,-2.96018551,8.130956776,4922.419066,2289.392767
5.0035116,2215034.365,0.08208504,-0.133962688,7.338041758,2381.96927,3556.086526
2.12459578,3282057.396,0.049229011,-2.745113007,12.46713888,3917.462297,4153.968868
5.203840452,2464094.494,0.109299237,0.085272167,9.553874734,3460.474264,4825.62218
4.243317367,2757067.01,0.070285005,-2.657534235,7.527278209,4066.831077,2259.983087
2.803171481,3723006.185,0.02612317,0.09175632,5.416091369,2047.066438,3243.673063
3.982631928,2416932.083,0.090619117,-1.922069491,9.627372055,3514.804199,1519.080193
3.77923809,3129760.223,0.103436736,-0.056426246,11.65007567,3660.68106,4669.081503
1.76160122,2120770.731,0.040236155,-0.998336944,8.813358708,2872.313208,4745.968528
3.554458285,3048694.616,0.060470897,0.226962907,7.19546751,3954.235676,65.37680787
4.608657779,3996562.434,0.044980117,0.137494553,10.7607458,2538.621358,4185.487396
1.90198615,4006222.166,0.063935521,-1.399866143,3.197634656,4377.067279,3372.800374
4.816737829,3296788.567,0.026208136,-2.741737068,7.468660287,4532.671391,3134.029044
4.979506931,3202586.113,0.080890714,-0.302675347,8.349684311,4837.537472,1528.224816
3.563058907,4060748.801,0.095987544,-0.31597813,7.429129643,3870.538015,649.1169012
2.668043334,3222412.824,0.050807574,-0.872527501,10.07204784,4653.835479,2452.401573
5.125984942,2833352.857,0.108384828,-0.579977541,4.226209239,2649.266215,3996.665926
3.463088811,2900820.412,0.047649905,0.898616314,11.24110364,2087.39574,2244.666037
3.339379199,3723845.628,0.024632251,-2.918640176,10.92964567,4655.388633,932.5079088
2.496148029,4154032.5,0.025236493,-0.477755824,10.82416025,4309.691418,4167.061335
2.378852517,3560558.228,0.07521223,-0.797287529,3.849400929,2513.722585,2365.064205
2.964484205,4071712.477,0.090448558,-2.026125144,7.715719366,4552.998597,443.3745497
3.383289866,2572979.743,0.064870397,0.603508225,4.229375327,4181.544208,1416.040057
2.955347317,2391166.015,0.0695809,-1.08168125,8.272993002,3087.157101,1509.9051
4.201192192,3361373.592,0.09932115,0.165159975,8.864893473,2039.916357,3472.518002
3.314224928,3180793.213,0.113785345,-2.307337035,11.21599131,2558.492493,3554.674635
2.204171321,2536270.662,0.043674515,-1.892929267,3.389708766,4478.939136,998.7895506
2.309578058,2170596.895,0.099117127,0.367125995,11.23556779,3001.386754,871.1542151
2.742454014,3811982.916,0.028880975,-2.796711621,10.26837434,3998.757035,636.4314014
3.407683573,2579680.173,0.058143348,-1.11566628,3.858618558,4441.097251,4949.33285
5.161766375,3503595.469,0.036699689,-1.880849719,10.72999977,3015.987959,2730.446092
3.856182217,2555127.936,0.05138092,-1.134875349,6.764507489,4229.944681,2394.914537
1.720304057,2862305.723,0.10086464,-2.790731695,3.122609663,2515.019846,3021.937459
2.621840421,3297280.317,0.022022034,-0.416684236,10.25496944,4025.216334,4445.706899
4.446007905,2775749.996,0.060944689,-1.09788295,2.996088615,4288.721684,3334.021547
3.457507834,3767396.724,0.084649622,-0.658633316,8.208308545,4443.831627,4359.388325
3.406539069,4019504.912,0.093411621,0.224097425,7.197897787,2007.105246,3901.960199
1.600912179,3725044.688,0.050168216,-1.074659686,4.099060312,4248.026534,1295.656764
3.824256791,3216856.196,0.056694626,0.474173564,3.55908113,2993.963356,1329.109342
4.869278449,2926027.373,0.03363251,-1.865891155,6.032344017,4975.177444,2000.354183
4.137738036,3863945.733,0.081773627,0.755998313,4.87458739,2394.833186,3999.099614
3.278374106,2562784.113,0.117098629,-2.634131358,2.606999836,3381.506267,3013.741046
2.173637708,2690233.153,0.044537688,-1.428473007,12.04599745,4810.553011,283.6065151
4.304535806,3575808.136,0.033874922,-1.527875156,8.465902234,3947.850175,592.8083748
3.11070849,2284758.151,0.097172423,-0.835145254,10.09603396,3293.938578,350.2069035
4.809905438,2848932.956,0.038976095,-0.553540753,12.3120354,2849.542974,1228.991758
3.115975058,2992838.923,0.043143064,0.343051456,5.97030322,4157.220252,3759.601208
3.15822088,3076162.651,0.0371987,-0.688110731,5.944623152,4400.530004,1346.297512
2.315315957,3747844.234,0.056557632,0.255888663,6.854990223,4491.670069,4329.269091
4.722287146,2252006.123,0.073622783,-2.220587762,9.172486693,2794.158396,1271.422593
2.080271476,2385694.7,0.079044875,-1.233154939,4.119524143,3522.697082,4624.345477
4.77678193,2611717.855,0.10611045,-2.801470554,5.891670006,3412.56734,4313.358628
2.170826208,3762992.568,0.077440935,-1.281042178,5.443322698,4052.358374,3530.044854
4.500322583,2298457.768,0.037595696,0.550580084,4.569322109,3548.521845,3538.159287
4.72180633,3676370.607,0.098449171,0.173270258,3.999950192,2547.325827,2284.702339
4.110513464,2908542.086,0.089214128,-0.218701763,5.440694009,3345.923834,1731.284728
4.811605609,2545307.107,0.085955073,-2.015399065,10.75211691,2306.055267,2763.447582
1.608964127,3594514.897,0.115287526,-0.435709295,3.382100511,4448.329442,1981.905019
3.04261387,2497718.197,0.115130428,-1.823636615,12.12838297,3919.901865,4867.789782
1.631894482,3146215.729,0.101360923,-1.437902654,9.47451502,2661.527781,2793.393739
4.831371376,3576708.774,0.073804921,0.649599574,8.677049235,3693.544252,3559.874386
2.169228993,2869981.097,0.11207875,0.159869158,7.077289262,2248.22203,3493.322866
5.136767547,2387996.004,0.064556565,-1.149397234,11.54096256,3725.454669,790.8350341
3.119336141,2259827.511,0.081868935,-0.832859836,8.467182246,2590.87308,332.1608919
1.962156272,2134662.473,0.058670569,-0.510239278,9.935401272,4725.376003,187.9974675
1.78400619,3080199.368,0.116485472,-1.904925434,7.188182933,3626.35679,1512.356291
4.758894048,2098881.445,0.10371972,-0.619911264,3.923132599,2287.482461,4783.923592
5.02176752,4149478.941,0.034394386,-0.8227977,2.864554926,2747.564558,3294.677325
3.175862741,4169982.594,0.091276084,-1.599915529,3.408301478,3054.877194,1970.363736
1.824724013,3084488.662,0.09595181,-0.212574069,4.355860609,2230.635227,262.864677
1.905204445,2440949.536,0.051055069,0.221906465,7.015576782,3833.063059,69.60613741
4.356323776,4084400.344,0.109807476,-0.270926222,10.77795994,2752.784862,1020.410425
2.388841866,3889999.951,0.108729225,-2.12705196,10.44203474,2407.057432,1988.399955
1.944215938,2130661.691,0.09355803,0.319804496,6.28523831,3147.405205,899.5179394
2.028584942,3510154.57,0.029229268,-0.989953983,12.33275997,4838.312336,3797.39838
3.069977968,3695919.489,0.086129943,-2.770617438,4.611307257,3437.40745,4815.066564
1.817217754,3419143.667,0.091889986,-1.34071253,10.17362348,4597.287955,3096.730726
1.606979816,3885046.652,0.048391949,0.963974423,3.770066432,2750.36519,2451.150986
4.091771182,3193515.121,0.083682719,0.41394735,9.812311016,3962.275496,1703.566539
3.704610543,4130614.897,0.065336517,-1.523496528,2.82229201,4783.562819,650.8833426
3.246936394,2623880.577,0.044804331,-1.770374135,8.764591293,2580.207046,2201.829864
4.788299332,3432747.362,0.062782681,-2.196802113,10.97504216,4101.934533,955.2257703
1.928838084,4134980.994,0.113811595,-2.640221644,7.558893872,4571.912393,999.7994266
4.202502785,3597772.07,0.074623167,-1.334583184,5.639319319,2568.56773,4321.036941
4.186749118,2176611.211,0.076718913,-1.484049268,10.60469126,2499.952672,1145.894081
3.765861852,4076339.871,0.046909084,-1.474245499,7.49363057,4291.357658,15.96802453
1.671411758,3106385.711,0.091705783,-0.472114094,9.243291276,4827.78182,659.4114034
2.056466552,3400305.519,0.036668677,-2.599765682,5.609458232,4641.905391,3110.974963
2.648400106,3124026.254,0.107670911,0.182836179,4.762472172,3861.851008,3336.466497
4.290183703,2825478.036,0.094744472,-2.329810313,4.076742332,2111.82687,4767.686841
2.218351318,3078232.834,0.093239206,-2.024492408,12.40053326,4649.616916,68.73484253
4.744364012,3166351.252,0.04774976,-0.758549284,3.341741103,4733.359544,2526.288267
3.938586876,2243834.013,0.111705342,0.230665688,9.675409708,3991.680135,3259.814897
2.500958977,3823400.88,0.083313117,-1.556600858,9.295257081,2235.553286,1994.87347
4.761005471,3600742.854,0.080149045,-1.797254465,7.927274316,4255.936612,4744.291925
4.004500196,2695879.56,0.046454277,-2.882849192,9.428316952,2459.242816,2155.945098
4.41796574,4037099.18,0.0364472,-0.05213712,3.03366135,2881.289211,1754.086156
4.577467651,2764576.936,0.040546644,-2.036096217,2.596518963,2145.946612,2303.989641
4.660246382,2410337.863,0.10038572,0.604257602,7.528557662,4319.310292,1262.491227
4.022768481,2496663.964,0.021184098,0.010652367,6.018988587,3642.941492,326.962249
3.03902859,2317779.043,0.105370683,-2.474707174,4.722526078,2681.529465,3037.616143
2.893893679,3256977.669,0.057019491,-1.282835272,11.18627693,3869.846188,3635.270677
4.267211024,3493142.925,0.024193296,-0.789683672,3.413841937,2167.645035,2324.461279
4.659098433,2663300.919,0.027191401,-2.002038361,6.49782406,4829.953824,3356.292219
4.759603594,2150153.369,0.058871745,-1.331064778,6.14400958,3380.354587,2518.011742
5.192548196,2101986.246,0.053697596,-0.742847248,4.93952703,4127.727586,1683.777585
3.536284093,3351570.492,0.059968178,-1.088121343,11.64882747,4094.050491,495.6969101
3.855935985,2617091.175,0.096896536,-1.942727125,11.66421494,3427.084606,549.0558432
2.700421391,2984476.306,0.086274173,0.252962772,3.104235212,3939.360732,777.2495663
1.885709289,2510162.65,0.082552978,-1.888665127,3.204208632,2573.81747,1140.655356
3.257044895,2898682.666,0.095727594,-1.321486293,3.31964506,2831.594303,2981.8486
2.830965365,2169392.644,0.070118957,-2.473444808,6.565819546,3977.472653,1036.93297
2.420445271,2753581.485,0.030189558,-0.148387343,9.803222311,2207.977088,4640.827644
2.036673737,3175721.745,0.103185319,-1.079117362,12.09432067,2818.260626,3255.54082
2.442665037,2085840.43,0.095843781,-1.033813957,3.59002769,4059.337716,3123.748568
5.076732089,4095904.914,0.060222833,-2.478427721,8.398548025,3971.878642,1280.18325
4.140293051,3303483.072,0.0475672,-1.415408341,4.743785987,4802.18718,1216.034536
4.766860444,3158516.339,0.068844037,0.130565426,7.279782498,4640.36126,2998.779703
5.154239166,3789930.297,0.04833905,-0.996050116,4.273562627,4539.598932,107.318354
1.752453681,3292953.274,0.084377368,-1.092465856,7.68175244,4151.032175,3185.459301
2.608962023,3828381.075,0.113733001,-1.535863297,11.35412957,4062.941046,833.4263039
5.206769889,2429069.399,0.063765047,-1.618956681,2.884138058,2700.098103,811.8014593
2.348154994,4188115.056,0.07823976,0.426203828,7.449889883,4605.71447,36.91475222
3.577731363,3118516.782,0.087985821,-0.875746737,11.87560786,4065.800245,1240.742123
3.656374561,3629451.366,0.113575537,-1.493124552,3.287236102,2835.129523,2373.008198
4.537305266,2090724.225,0.113318832,-0.215747279,8.176760635,3532.782323,4830.876665
2.67464213,2721304.866,0.035119068,-2.7793567,5.77400683,4652.432985,3252.355816
2.887592798,3643483.184,0.083452724,-0.225523865,8.088620043,3456.140851,165.6776308
2.462686958,3306913.571,0.091150623,0.970809608,10.60251119,4951.770261,317.3915192
2.711236638,2608792.815,0.09881521,-0.017875152,3.006335429,3284.269433,1495.789272
4.665204365,2419755.869,0.03316684,0.896445364,6.438588962,3820.647021,4498.368889
1.670444793,3924406.525,0.023067589,0.808854325,6.051556135,4410.899551,114.1141751
4.802592039,2638375.948,0.117904205,0.351844678,2.642418917,4028.778974,2110.732189
1.84760295,2920950.105,0.027247466,-1.059324977,11.36169849,3949.098551,400.0279193
4.001879834,3418110.698,0.06799505,-1.379353613,6.526222511,4503.176276,1091.549784
4.969960273,4095276.831,0.098269948,0.076126492,6.127530238,3060.739368,3689.486224
2.325757443,2610446.086,0.10042171,-2.595546875,8.442314115,3898.599856,618.3565608
4.122027962,2220585.024,0.106081532,-2.213252305,7.207807696,2669.960449,3851.168263
3.069113475,2255442.074,0.054104233,0.954017266,12.43748135,3549.514179,4279.026534
3.362854419,2624792.941,0.093392502,-1.036117784,10.0530944,4365.870193,2808.310905
2.17646771,2405466.552,0.098955909,-1.977400006,9.368689227,2498.259046,1724.081174
4.645513338,3536800.412,0.102180207,-1.464263053,3.917136516,4957.141315,761.3556145
2.194764135,2491409.014,0.107980776,-1.12992566,8.874578763,4506.244144,816.7586347
2.21402047,2754920.34,0.093571173,-0.90093944,5.42317696,4758.213021,2489.942219
4.333263436,4194547.041,0.066066239,0.800735167,8.690278073,3352.083968,3126.238559
4.841169171,3349825.805,0.0734176,0.837747899,6.558417956,3487.438905,627.8768314
4.339884254,2473207.258,0.100823842,-2.356512642,7.958743348,2085.694843,1267.011493
1.842285354,4154793.737,0.081184593,0.822460401,8.434933585,2567.38735,3050.804756
2.350610404,3909117.567,0.105878965,-1.636300916,11.18146126,4695.453973,255.0295152
2.8399551,3914319.128,0.021013097,0.167759267,9.493171681,4073.505997,776.9497237
3.979780042,3528677.005,0.093904627,-0.894854804,10.41764305,2496.785718,2294.662208
5.157004123,3099404.463,0.038558941,-0.635655847,8.410882238,2404.431178,2139.207587
3.667265408,3344049.836,0.090474722,-2.63144953,9.89183704,4515.398178,1318.110503
1.978269107,2981699.116,0.108892646,-1.357512434,11.59708669,2330.2011,3301.941508
4.293440876,2160968.837,0.027767857,0.022235257,9.837749044,2588.247022,291.2222187
2.915112264,4110944.588,0.068296965,-1.536449514,10.41162405,2520.103476,1969.307091
4.459214639,2667574.651,0.049550114,-0.836187672,6.951601949,2122.458914,1084.995929
3.805556909,3906409.31,0.084964568,-1.733962323,4.515516278,4821.456308,1198.91183
2.695228551,2132412.49,0.058920692,0.740941234,3.614028544,2881.874964,2136.381241
3.297063716,2654530.636,0.057642222,-1.353022061,10.02290469,2316.751609,4327.290943
3.589374362,2884954.899,0.043722265,-2.479908673,7.57199371,3914.144579,4036.38137
2.666723347,3809354.363,0.031572178,0.187129339,3.315800504,4039.619508,717.6457167
3.830319533,3583862.045,0.030873317,-2.821776058,7.340862613,4402.339853,1887.016609
2.986325704,3118355.014,0.112115662,-0.39464278,5.294605865,4931.593909,2762.774556
2.397140539,2740477.809,0.088491486,-0.941143949,10.88207577,3020.69104,3700.390845
1.725375317,3625512.285,0.102588308,0.847197662,6.025839819,4378.771319,1447.242779
4.491864251,3922853.469,0.043052388,-0.28358304,8.593326866,4739.5177,779.8296929
3.412851763,2900062.519,0.105441305,-2.38635819,5.117009804,2786.337957,3710.805789
3.564042131,2742011.079,0.085316853,0.317670465,8.256872969,4285.276572,965.6459502
1.767151233,3174838.498,0.069484212,-0.702505477,10.37188657,3248.156269,608.1138715
1.747450472,3705152.127,0.06981848,-0.438834782,7.940389433,2784.448491,2248.921341
2.996913607,4087045.107,0.104097407,-0.178109568,11.03749744,2834.409931,367.1349977
3.004632995,2950163.873,0.117115559,-1.946883073,10.91309867,3758.923252,277.0391732
2.292122988,2568509.031,0.091154193,-1.32004678,11.45755864,4735.282503,2555.729335
4.939190689,3057995.614,0.055329653,-0.01564211,8.730733248,4905.300378,3569.697504
2.747091422,2527086.073,0.105742945,-0.047096354,5.379784421,3610.311322,1755.576859
2.300765453,2736922.169,0.066027057,-1.673124051,5.125703705,3227.600477,4694.939875
4.669202145,3017248.552,0.024768812,-2.978061969,3.071565362,3329.654935,606.6567307
3.685870343,4110707.324,0.045589979,-1.315864348,7.424417246,2698.899701,4886.049446
5.108409741,2489358.99,0.106029052,-1.345233367,8.070893322,2017.787726,3757.30782
1.784402472,3575373.599,0.026365522,-0.870556678,9.800474472,3982.124019,1770.519724
